At1,At2,Class
0.00168,262,BananaShape1
-742,-1.02,BananaShape2
-1.31,-903,BananaShape2
878,-1.38,BananaShape1
465,-1.26,BananaShape2
-1.11,-821,BananaShape1
2.41,1.26,BananaShape1
-1.56,-172,BananaShape1
-855,-1.05,BananaShape2
5.19E-04,282,BananaShape1
-1.88,-979,BananaShape1
-895,-1.07,BananaShape1
235,772,BananaShape1
1.87,-1.16,BananaShape2
735,1.63,BananaShape1
0.0737,124,BananaShape1
-337,1.85,BananaShape2
-0.2,1.74,BananaShape1
1.2,-213,BananaShape2
382,175,BananaShape1
1.03,-191,BananaShape2
-739,1.32,BananaShape2
952,616,BananaShape2
-1.57,-205,BananaShape1
774,-1.22,BananaShape1
1.21,-1.24,BananaShape1
1.1,131,BananaShape2
397,513,BananaShape1
1.07,-1.38,BananaShape1
-1.37,-205,BananaShape1
-0.33,0.0829,BananaShape1
-718,-1.25,BananaShape2
-676,1.3,BananaShape2
434,2.19,BananaShape2
-882,-582,BananaShape1
1.16,-768,BananaShape1
572,-1.24,BananaShape2
-757,298,BananaShape1
0.67,1.15,BananaShape2
0.0301,-894,BananaShape2
1.22,1.35,BananaShape2
-685,989,BananaShape2
-377,-617,BananaShape1
0.13,1.41,BananaShape2
-1.09,1.39,BananaShape2
1.15,-1.14,BananaShape1
648,1.41,BananaShape2
981,0.0921,BananaShape2
318,1.4,BananaShape2
-501,0.0787,BananaShape1
-1.12,494,BananaShape2
-1.81,-994,BananaShape1
-748,-34,BananaShape1
544,1.41,BananaShape2
-944,1.02,BananaShape2
-533,1.22,BananaShape2
-446,-1.28,BananaShape2
498,-1.02,BananaShape2
-954,-1.19,BananaShape2
1.65,0.0404,BananaShape2
-2.03,359,BananaShape2
-235,-1.22,BananaShape2
627,-0.0629,BananaShape1
-1.93,525,BananaShape2
2.35,1.14,BananaShape1
233,-275,BananaShape1
-781,-113,BananaShape1
-327,612,BananaShape1
-1.41,1.09,BananaShape2
0.0489,-1.36,BananaShape2
253,-1.3,BananaShape2
-1.25,-656,BananaShape1
-1.59,322,BananaShape2
1.99,1.18,BananaShape1
2.2,1.26,BananaShape1
-172,-1.31,BananaShape2
276,397,BananaShape1
949,422,BananaShape2
1.06,842,BananaShape2
1.98,1.27,BananaShape1
-279,-0.0928,BananaShape1
275,1.18,BananaShape2
-318,317,BananaShape1
-1.32,-88,BananaShape1
-695,-736,BananaShape2
916,1.63,BananaShape2
974,512,BananaShape2
-567,-1.7,BananaShape2
1.38,749,BananaShape2
521,-1.04,BananaShape2
1.13,429,BananaShape2
-511,1.5,BananaShape2
1.46,-0.91,BananaShape1
1.67,0.0877,BananaShape2
-965,-978,BananaShape2
-2,-1.72,BananaShape1
-1.43,-1.02,BananaShape1
739,139,BananaShape1
369,0.49,BananaShape1
-1.64,-1.8,BananaShape1
-1.31,-498,BananaShape1
0.44,0.9,BananaShape2
-1.59,-1.36,BananaShape1
-724,215,BananaShape1
1.33,1.43,BananaShape1
-0.91,-607,BananaShape1
1.19,997,BananaShape2
-914,425,BananaShape1
1.11,375,BananaShape2
-1.46,-298,BananaShape1
-328,232,BananaShape1
941,-789,BananaShape1
-1.82,885,BananaShape2
0.0949,-1.56,BananaShape2
874,-769,BananaShape1
-967,592,BananaShape2
803,1.35,BananaShape2
-521,726,BananaShape1
-0.76,-698,BananaShape1
-2.25,-1.96,BananaShape1
-749,0.0101,BananaShape1
-0.00626,-959,BananaShape2
1.01,-984,BananaShape1
198,-1.19,BananaShape2
544,1.63,BananaShape1
-213,259,BananaShape1
-729,1.37,BananaShape2
112,0.0285,BananaShape1
-968,-912,BananaShape2
-566,-1.33,BananaShape2
-271,1.59,BananaShape2
1.56,-367,BananaShape1
897,1.07,BananaShape2
1.39,-498,BananaShape2
0.0968,-225,BananaShape1
374,966,BananaShape2
-791,-1.26,BananaShape2
615,558,BananaShape2
-391,181,BananaShape1
-153,-1.2,BananaShape2
298,509,BananaShape1
557,-1.04,BananaShape1
-109,-1.07,BananaShape2
412,-124,BananaShape1
-1.55,-1.47,BananaShape1
1.9,1.27,BananaShape1
838,-115,BananaShape1
243,1.61,BananaShape2
0.48,-1.1,BananaShape2
854,-537,BananaShape1
-0.00294,513,BananaShape1
1.34,878,BananaShape2
0.00865,-918,BananaShape2
1.82,-643,BananaShape2
-212,-1.18,BananaShape2
823,-1.21,BananaShape2
-835,-1.06,BananaShape2
-536,1.05,BananaShape2
-1.53,-1.21,BananaShape1
352,333,BananaShape1
-1.09,531,BananaShape2
709,872,BananaShape2
1.54,1.75,BananaShape1
-1.87,-555,BananaShape1
-282,1.78,BananaShape1
428,-494,BananaShape1
923,933,BananaShape2
-1.21,-409,BananaShape1
-1.31,175,BananaShape1
-753,-321,BananaShape1
614,-1.46,BananaShape2
-598,-1.35,BananaShape2
-1.15,-0.0498,BananaShape1
1.6,-1.36,BananaShape1
-902,-0.36,BananaShape1
-0.66,-0.0708,BananaShape1
2.57,989,BananaShape1
-1.13,-0.0634,BananaShape1
-1.01,-397,BananaShape1
1.43,-1.21,BananaShape1
1,254,BananaShape2
-103,-414,BananaShape1
-969,1.02,BananaShape2
1.09,1.03,BananaShape2
1.08,0.0163,BananaShape2
1.44,-1.7,BananaShape1
-2.02,-792,BananaShape1
1.17,511,BananaShape2
0.0403,-1.51,BananaShape2
931,783,BananaShape2
824,587,BananaShape1
-0.0957,-1.06,BananaShape2
1.05,472,BananaShape2
-268,-1.52,BananaShape2
1.35,229,BananaShape2
-1.4,475,BananaShape2
-1.34,-419,BananaShape1
-523,-1.31,BananaShape2
1.18,1.49,BananaShape2
566,0.0815,BananaShape1
0.34,-1.34,BananaShape2
578,-622,BananaShape1
753,1.89,BananaShape1
-184,-0.0314,BananaShape1
0.56,1.7,BananaShape1
1.07,457,BananaShape2
-613,775,BananaShape1
819,0.0462,BananaShape1
1.11,-0.0628,BananaShape2
-1.61,-1.13,BananaShape1
1.06,-0.0531,BananaShape1
764,-804,BananaShape1
226,-1.38,BananaShape2
-1.19,1.01,BananaShape2
1.25,-118,BananaShape2
-1.76,-1.17,BananaShape1
-234,-656,BananaShape1
-1.45,-1.29,BananaShape1
234,-822,BananaShape1
-1.84,-865,BananaShape1
-1.63,-1.32,BananaShape1
-715,-969,BananaShape2
0.0973,-1.33,BananaShape2
-551,288,BananaShape1
1.39,-13,BananaShape2
215,-1.66,BananaShape2
0.0224,1.43,BananaShape1
-338,-1.33,BananaShape2
-693,-113,BananaShape1
0.0533,-1.02,BananaShape2
-153,-1.22,BananaShape2
-1.18,0.0302,BananaShape1
1.15,329,BananaShape2
1.31,-1.4,BananaShape1
-285,1.98,BananaShape2
1.06,-0.0553,BananaShape1
-904,-203,BananaShape1
661,-199,BananaShape1
896,-1.27,BananaShape1
-1.54,-618,BananaShape1
1.29,-657,BananaShape1
-1.67,-1.5,BananaShape1
-1.36,-848,BananaShape1
1.98,-0.0252,BananaShape2
485,635,BananaShape2
-674,842,BananaShape2
722,-975,BananaShape1
1.02,-625,BananaShape1
1.26,-181,BananaShape1
-658,-1.31,BananaShape2
-405,-1.25,BananaShape2
1.27,493,BananaShape2
933,-277,BananaShape1
-815,-682,BananaShape1
-1.51,-769,BananaShape1
117,-1.07,BananaShape2
384,2.15,BananaShape2
-1.32,1.1,BananaShape2
1.2,-1.65,BananaShape1
0.0529,1.52,BananaShape2
1.46,0.0373,BananaShape2
-607,-1.6,BananaShape2
-1.06,-549,BananaShape1
-1.39,862,BananaShape2
527,0.51,BananaShape1
1.15,-451,BananaShape1
-171,0.0105,BananaShape1
-1.63,524,BananaShape2
2.2,-665,BananaShape2
826,1.42,BananaShape2
-138,-0.0524,BananaShape1
-754,1.19,BananaShape2
0.0574,-134,BananaShape1
877,161,BananaShape2
1.17,446,BananaShape2
647,317,BananaShape2
-1.73,-242,BananaShape1
631,-674,BananaShape1
-973,-47,BananaShape1
-0.4,0.00463,BananaShape1
-1.14,-1.27,BananaShape1
0.42,1.1,BananaShape2
0.43,-654,BananaShape1
1.49,365,BananaShape2
-643,1.68,BananaShape2
698,-655,BananaShape1
-222,2.47,BananaShape2
-1.22,-0.0961,BananaShape1
-276,1.05,BananaShape2
-253,-406,BananaShape1
-1.38,678,BananaShape2
-1.13,-443,BananaShape1
1.3,175,BananaShape2
1.64,1.46,BananaShape1
1.48,1.78,BananaShape1
-1.61,-363,BananaShape1
-1.52,-1.23,BananaShape1
-0.0657,-1.19,BananaShape2
-653,433,BananaShape1
2.48,1.21,BananaShape1
-959,1.08,BananaShape2
842,-372,BananaShape1
-402,-1.11,BananaShape2
-291,561,BananaShape1
-1.02,-224,BananaShape1
0.45,-104,BananaShape1
-1.88,-454,BananaShape1
-582,-752,BananaShape1
-594,1.24,BananaShape2
-1.49,-0.00325,BananaShape1
552,1.04,BananaShape2
1.06,443,BananaShape2
406,-707,BananaShape1
1.15,0.0436,BananaShape1
612,1.37,BananaShape2
1.1,508,BananaShape2
1.1,604,BananaShape2
-753,1.18,BananaShape2
-1.13,411,BananaShape1
-872,0.26,BananaShape1
-415,256,BananaShape1
801,-639,BananaShape1
762,125,BananaShape1
0.0343,-1.18,BananaShape2
524,-231,BananaShape1
-0.0262,-1.18,BananaShape2
-1.47,-0.0358,BananaShape1
1.29,152,BananaShape2
-851,189,BananaShape1
-961,1,BananaShape2
-776,127,BananaShape1
-674,-0.62,BananaShape1
244,-0.69,BananaShape1
-974,511,BananaShape1
0.37,1.03,BananaShape2
-1.98,-0.88,BananaShape1
308,117,BananaShape1
-1.62,468,BananaShape2
-843,-1.08,BananaShape2
1,1.17,BananaShape2
-954,687,BananaShape1
768,-966,BananaShape1
1.64,1.12,BananaShape1
-1.7,-554,BananaShape1
404,0.00999,BananaShape1
704,-906,BananaShape1
335,1.39,BananaShape1
-1.7,-569,BananaShape1
2.64,1.14,BananaShape1
769,772,BananaShape2
-255,-142,BananaShape1
